,full_name,selling_price,new-price,year,seller_type,km_driven,owner_type,fuel_type,transmission_type,mileage,engine,seats
15279,Hyundai i20 Sportz Diesel,3.25,9.68,2011,0,78000.0,0,1,1,23.0,1396.0,5
15280,Ford Figo 1.2P Base MT,3.4,6.83,2016,0,61304.0,0,4,1,18.16,1196.0,5
15281,Maruti Swift Dzire ZDI Plus,9.25,0.0,2019,0,22000.0,0,1,1,28.4,1248.0,5
15282,Maruti Alto 800 LXI,2.95,3.32,2018,1,40000.0,0,4,1,24.7,796.0,5
15283,Hyundai i10 Sportz,3.0,0.0,2009,0,95721.0,0,4,1,20.36,1197.0,5
15284,Maruti A-Star VXI Airbag,2.99,0.0,2013,0,70000.0,0,4,1,19.0,998.0,5
15285,Maruti Swift Dzire Vdi BSIV,3.85,0.0,2011,1,76000.0,0,1,1,19.3,1248.0,5
15286,Hyundai i20 Magna Optional 1.2,4.25,8.22,2014,0,37000.0,0,4,1,18.5,1197.0,5
15287,Hyundai i20 Asta (o),3.95,8.38,2012,0,50000.0,0,4,1,17.0,1197.0,5
15288,Honda Jazz 1.2 V AT i VTEC,6.1,8.94,2015,0,31700.0,0,4,0,19.0,1199.0,5
15290,Mahindra Scorpio S11 BSIV,14.65,15.99,2017,1,22500.0,0,1,1,16.36,2179.0,5
15291,Hyundai Xcent 1.1 CRDi S,4.25,0.0,2017,1,132000.0,0,1,1,24.4,1120.0,5
15292,Maruti Swift Dzire VXI 1.2,6.0,6.56,2018,1,30000.0,0,4,1,21.21,1197.0,5
15293,Honda Jazz 1.2 VX i VTEC,4.85,0.0,2015,0,63000.0,0,4,1,18.7,1199.0,5
15294,Maruti Wagon R VXI 1.2 BSIV,2.9,5.4,2011,0,12000.0,0,4,1,21.5,1197.0,5
15295,Hyundai Verna 1.6 CRDI AT SX Option,4.35,0.0,2011,0,66600.0,0,1,0,19.08,1582.0,5
15296,Maruti Swift Dzire AMT ZDI,7.99,0.0,2018,0,28229.0,0,1,0,28.4,1248.0,5
15297,Hyundai Verna 1.6 i ABS,2.0,10.56,2007,0,34000.0,0,4,1,13.9,1599.0,5
15298,Maruti Swift Dzire VDI,6.5,0.0,2015,0,68393.0,0,1,1,26.59,1248.0,5
15299,Maruti Ciaz VXi Plus,5.5,9.68,2015,0,42000.0,0,4,1,20.73,1373.0,5
15300,Honda City i-DTEC ZX,12.25,15.45,2018,0,43181.0,0,1,1,25.6,1498.0,5
15301,Maruti Ciaz AT ZXi,7.95,9.95,2017,0,21000.0,0,4,0,19.12,1373.0,5
15302,Maruti Ignis 1.2 Delta BSIV,4.7,5.72,2018,1,10000.0,0,4,1,20.89,1197.0,5
15303,Maruti Celerio VXI AT,4.7,5.36,2016,0,20000.0,0,4,0,23.1,998.0,5
15304,Maruti Eeco 5 Seater AC BSIV,4.2,4.81,2019,1,4000.0,0,4,1,15.37,1196.0,5
15305,Honda City 1.5 V MT Sunroof,8.5,0.0,2017,0,74000.0,0,4,1,16.8,1497.0,5
15306,Audi A6 35 TDI Premium,26.0,0.0,2016,0,45000.0,0,1,0,17.68,1968.0,5
15307,Hyundai Verna 1.6 CRDI,4.75,12.19,2013,1,60000.0,0,1,1,22.32,1582.0,5
15309,Volkswagen Polo 2015-2019 1.0 MPI Comfortline,6.49,7.23,2019,0,9000.0,0,4,1,18.78,999.0,5
15310,Toyota Innova 2.5 GX 7 STR BSIV,7.75,0.0,2012,1,180000.0,0,1,1,12.8,2494.0,5
15311,Jeep Compass 2.0 Limited Option,17.9,23.35,2017,0,42000.0,0,1,1,17.1,1956.0,5
15312,Maruti Alto K10 VXI,3.76,0.0,2017,0,2700.0,0,4,1,23.95,998.0,5
15313,Mitsubishi Pajero 2.8 GLX CRZ,3.5,0.0,2006,1,120000.0,0,1,1,10.5,2835.0,5
15314,Renault Duster 110PS Diesel RxZ,5.5,0.0,2013,1,90000.0,0,1,1,19.01,1461.0,5
15315,Mercedes-Benz GLA Class 200 d Style,14.99,0.0,2015,0,58000.0,0,1,0,17.9,2143.0,5
15316,Hyundai Elantra CRDi SX AT,13.95,0.0,2016,0,27000.0,0,1,0,19.5,1582.0,5
15317,Ford Figo Diesel Titanium,3.35,9.34,2011,0,65000.0,0,1,1,20.0,1399.0,5
15318,Maruti Swift Dzire LDI,3.1,0.0,2008,0,112000.0,0,1,1,23.4,1248.0,5
15319,Skoda Rapid 1.5 TDI AT Style Plus,7.25,0.0,2016,0,23000.0,0,1,0,21.66,1498.0,5
15320,Mahindra XUV500 W4 1.99 mHawk,9.0,15.92,2016,1,36000.0,0,1,1,16.0,1997.0,5
15321,Maruti Swift Dzire VDI,7.5,0.0,2019,1,35000.0,0,1,1,28.4,1248.0,5
15323,Maruti Celerio ZXI AMT,5.95,5.55,2019,0,25202.0,0,4,0,21.63,998.0,5
15324,Honda City i DTEC V,5.5,14.15,2015,1,80000.0,0,1,1,26.0,1498.0,5
15325,Maruti Swift Ldi BSIII,2.1,0.0,2008,1,100000.0,0,1,1,17.8,1248.0,5
15327,Audi A4 35 TDI Technology Edition,17.75,0.0,2015,0,28000.0,0,1,0,17.11,1968.0,5
15328,Honda City S,4.15,12.9,2012,0,57000.0,0,4,1,16.8,1497.0,5
15329,Maruti Wagon R VXI,2.65,0.0,2012,0,68000.0,0,4,1,21.79,998.0,5
15330,Mahindra Renault Logan 1.5 DLE Diesel,3.2,0.0,2007,1,10000.0,0,1,1,19.2,1461.0,5
15331,Mahindra XUV500 W6 2WD,9.95,16.61,2016,0,37000.0,0,1,1,16.0,2179.0,5
15332,Skoda Octavia 2.0 TDI AT L K,20.75,0.0,2018,0,66850.0,0,1,0,19.5,1968.0,5
15333,Honda City i DTEC VX,6.55,14.88,2014,0,68900.0,0,1,1,25.1,1498.0,5
15334,Maruti Swift VDI,4.95,0.0,2012,0,78231.0,0,1,1,22.9,1248.0,5
15335,Volkswagen Polo Diesel Highline 1.2L,3.85,0.0,2012,0,91000.0,0,1,1,22.07,1199.0,5
15336,Maruti Swift Dzire VXI 1.2,3.0,6.62,2018,1,30000.0,0,4,1,21.21,1197.0,5
15337,Hyundai Grand i10 1.2 Kappa Magna BSIV,4.35,6.48,2017,0,33000.0,0,4,1,18.9,1197.0,5
15338,Honda Amaze SX i-DTEC,4.5,0.0,2016,1,53000.0,0,1,1,25.8,1498.0,5
15339,Renault Duster 85PS Diesel RxZ,7.0,0.0,2016,1,62000.0,0,1,1,19.87,1461.0,5
15340,Maruti Vitara Brezza ZDi Plus,9.45,0.0,2017,0,45000.0,0,1,1,24.3,1248.0,5
15341,Maruti Baleno Delta 1.2,4.8,0.0,2017,1,20000.0,0,4,1,21.4,1197.0,5
15342,Maruti Eeco 7 Seater Standard BSIV,2.85,4.81,2011,0,93456.0,0,4,1,15.37,1196.0,5
15343,Tata Tiago 1.2 Revotron XE,3.65,5.9,2016,0,31000.0,0,4,1,23.84,1199.0,5
15345,Ford Figo Diesel ZXI,2.51,9.13,2012,1,151000.0,0,1,1,20.0,1399.0,5
15346,Maruti Wagon R LXI CNG,3.15,6.21,2012,0,68000.0,0,0,1,26.2,998.0,5
15347,Ford Aspire 1.5 TDCi Titanium,5.0,9.99,2017,1,70000.0,0,1,1,25.83,1498.0,5
15348,Tata Nano XTA,3.35,0.0,2018,0,6274.0,0,4,0,21.9,624.0,5
15349,Maruti SX4 S Cross DDiS 320 Alpha,5.9,0.0,2016,0,38000.0,0,1,1,22.7,1598.0,5
15351,Mahindra Quanto C6,3.2,0.0,2015,0,79354.0,0,1,1,17.21,1493.0,5
15352,Hyundai Verna VTVT 1.6 SX,9.15,10.54,2018,0,30000.0,0,4,1,17.0,1591.0,5
15353,Mahindra Scorpio 2.6 LX,4.75,14.79,2010,0,93000.0,0,1,1,10.5,2179.0,5
15354,Toyota Innova Crysta 2016-2020 2.4 ZX MT BSIV,17.75,20.73,2018,0,29000.0,0,1,1,13.68,2393.0,5
15355,Volkswagen Tiguan 2.0 TDI Highline,24.0,0.0,2017,1,80000.0,0,1,0,16.65,1968.0,5
15356,Mahindra Marazzo M6 8Str,11.0,12.96,2018,1,38000.0,0,1,1,17.3,1497.0,5
15357,Maruti Celerio X VXI,4.75,6.09,2019,0,15230.0,0,4,1,21.63,998.0,5
15358,Audi Q3 2.0 TDI,19.9,0.0,2014,0,71618.0,0,1,0,17.32,1968.0,5
15359,Maruti Alto LX,1.0,0.0,2006,0,121153.0,0,4,1,19.7,796.0,5
15360,Skoda Rapid 1.6 TDI Ambition,5.0,0.0,2013,1,40000.0,0,1,1,20.5,1598.0,5
15361,Maruti Vitara Brezza ZDi Plus,8.0,0.0,2016,0,50000.0,0,1,1,24.3,1248.0,5
15362,Toyota Fortuner 2016-2021 2.8 4WD AT BSIV,31.75,41.24,2018,0,96644.0,0,1,0,15.04,2755.0,5
15364,Renault KWID 1.0 RXT AMT BSIV,4.25,4.15,2019,0,8500.0,0,4,0,24.04,999.0,5
15365,Maruti Celerio ZXI AT,4.6,5.55,2015,0,35000.0,0,4,0,23.1,998.0,5
15367,Maruti Ertiga ZDI,7.3,0.0,2013,0,74000.0,0,1,1,20.77,1248.0,5
15368,Maruti Omni 5 Str STD,1.6,0.0,2008,0,45000.0,0,4,1,14.0,796.0,5
15369,Maruti Swift VVT VXI,4.99,6.41,2017,0,19072.0,0,4,1,22.0,1197.0,5
15370,Hyundai i10 Magna,2.4,0.0,2008,1,90000.0,0,4,1,20.36,1197.0,5
15371,Maruti Ertiga ZDI,6.75,0.0,2012,0,48475.0,0,1,1,20.77,1248.0,5
15372,Ford Ecosport 1.5 Ti VCT AT Titanium,5.35,9.19,2013,0,50000.0,0,4,0,16.5,1499.0,5
15373,Hyundai i10 Sportz Option,3.75,0.0,2011,0,82000.0,0,4,1,20.36,1197.0,5
15374,Nissan Micra Diesel XV,1.0,0.0,2010,1,50000.0,0,1,1,23.08,1461.0,5
15375,Jaguar XF 2.0 Diesel Pure,35.0,0.0,2017,0,7600.0,0,1,0,19.33,1999.0,5
15376,Hyundai i20 Active 1.4 SX Dual Tone,7.25,0.0,2016,0,34000.0,0,1,1,21.19,1396.0,5
15377,Maruti SX4 S Cross DDiS 200 Zeta,9.0,0.0,2017,1,70000.0,0,1,1,23.65,1248.0,5
15378,Maruti Ertiga VXI CNG,6.5,0.0,2014,0,55392.0,0,0,1,22.8,1373.0,5
15379,Maruti Celerio ZXI AT,5.0,5.25,2016,1,30000.0,0,4,0,23.1,998.0,5
15380,Hyundai i10 Magna 1.2,2.0,6.75,2009,1,50000.0,0,4,1,20.36,1197.0,5
15381,Mercedes-Benz CLA 200 CDI Sport,25.5,0.0,2017,1,47000.0,0,1,0,17.9,2143.0,5
15382,Mahindra XUV500 W6 2WD,11.99,17.83,2016,0,38988.0,0,1,1,16.0,2179.0,5
15383,Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BSIV,7.5,9.81,2017,1,36600.0,0,1,1,22.77,1498.0,5
15384,Honda Amaze VX i-DTEC,8.6,9.18,2018,0,43772.0,0,1,1,25.8,1498.0,5
15385,Maruti Baleno Alpha 1.3,6.9,0.0,2016,0,55368.0,0,1,1,27.39,1248.0,5
15386,Volkswagen Polo GT TDI,3.8,0.0,2013,1,35000.0,0,1,1,19.7,1598.0,5
15387,Nissan Sunny XV,3.5,0.0,2011,0,119579.0,0,4,1,16.95,1498.0,5
15388,Audi Q3 2.0 TDI Quattro Premium Plus,15.25,0.0,2013,0,95300.0,0,1,0,15.73,1968.0,5
15389,Hyundai Grand i10 CRDi Magna,3.45,0.0,2015,1,50000.0,0,1,1,24.0,1120.0,5
15390,Maruti Wagon R LXI,2.35,5.11,2013,0,57000.0,0,4,1,21.79,998.0,5
15391,Mahindra KUV 100 mFALCON G80 K8 5str,4.0,6.59,2017,1,30000.0,0,4,1,18.15,1198.0,5
15392,Maruti Ertiga ZDI,6.3,0.0,2013,0,74840.0,0,1,1,20.77,1248.0,5
15393,Maruti Vitara Brezza ZDi,6.64,0.0,2016,1,120000.0,0,1,1,24.3,1248.0,5
15394,Audi Q3 35 TDI Quattro Technology,31.0,0.0,2019,0,13000.0,0,1,0,15.17,1968.0,5
15395,Honda WR-V i-VTEC VX,7.81,10.05,2017,0,15200.0,0,4,1,17.5,1199.0,5
15396,Maruti Swift VXI Optional,4.28,6.29,2015,1,70000.0,0,4,1,20.4,1197.0,5
15397,Maruti Swift DDiS VDI,5.55,0.0,2015,0,82000.0,0,1,1,28.4,1248.0,5
15398,Toyota Etios G,5.5,0.0,2016,1,5000.0,0,4,1,16.78,1496.0,5
15399,Maruti Celerio VXI AMT BSIV,4.5,5.26,2017,0,15996.0,0,4,0,23.1,998.0,5
15400,Hyundai i20 Asta Option BSIV,7.7,7.78,2019,1,25000.0,0,4,1,18.6,1197.0,5
15401,Maruti Wagon R LX,1.1,5.16,2004,0,48500.0,0,4,1,18.9,998.0,5
15402,Toyota Innova Crysta 2016-2020 2.4 ZX MT BSIV,21.0,21.31,2017,1,44000.0,0,1,1,13.68,2393.0,5
15403,Volkswagen Vento 1.2 TSI Highline AT,6.25,10.61,2015,0,44300.0,0,4,0,16.93,1197.0,5
15404,Maruti Swift Dzire VDI,4.75,0.0,2015,0,28375.0,0,1,1,26.59,1248.0,5
15405,Maruti Swift Dzire LXi,3.3,6.56,2012,0,29548.0,0,4,1,17.5,1298.0,5
15406,Renault KWID Climber 1.0 MT Opt BSIV,4.0,3.46,2019,1,15000.0,0,4,1,23.01,999.0,5
15407,Maruti Wagon R AMT VXI,3.95,0.0,2016,1,39000.0,0,4,0,20.51,998.0,5
15408,Chevrolet Beat LT,1.4,0.0,2011,1,110000.0,0,4,1,18.6,1199.0,5
15409,BMW 5 Series 520d Prestige,18.5,76.04,2015,0,52000.0,0,1,0,18.12,1995.0,5
15410,Maruti Vitara Brezza VDi Option,6.8,0.0,2016,1,40000.0,0,1,1,24.3,1248.0,5
15411,Skoda Superb 2.8 V6 AT,3.85,0.0,2010,0,72000.0,0,4,0,9.3,2771.0,5
15412,Hyundai i10 Magna 1.1L,3.5,0.0,2016,0,59265.0,0,4,1,19.81,1086.0,5
15413,Maruti Wagon R VXI Minor,1.65,5.4,2008,0,44000.0,0,4,1,18.9,1061.0,5
15414,Tata Nano XTA,2.75,0.0,2017,0,8000.0,0,4,0,21.9,624.0,5
15415,Maruti Swift Dzire VDi,6.75,0.0,2016,0,40000.0,0,1,1,19.3,1248.0,5
15416,Maruti Swift VVT ZXI,5.25,6.29,2016,0,70000.0,0,4,1,22.0,1197.0,5
15417,Maruti Swift VDI BSIV,6.25,0.0,2017,0,58000.0,0,1,1,25.2,1248.0,5
15418,Hyundai i20 Magna 1.2,5.6,8.19,2017,0,9653.0,0,4,1,18.6,1197.0,5
15419,Maruti Alto K10 LXI CNG Optional,3.25,0.0,2016,0,31000.0,0,0,1,32.26,998.0,5
15420,Hyundai i20 1.4 CRDi Asta,3.18,0.0,2011,0,30680.0,0,1,1,23.0,1396.0,5
15421,Maruti Celerio VXI,4.1,5.12,2018,2,20067.0,0,4,1,21.63,998.0,5
15422,Maruti Swift VDI,5.25,0.0,2015,0,82250.0,0,1,1,28.4,1248.0,5
15423,Hyundai Grand i10 AT Asta,4.9,6.48,2015,0,49000.0,0,4,0,18.9,1197.0,5
15424,Maruti Swift Dzire ZXI,7.25,7.36,2017,0,58000.0,0,4,1,20.85,1197.0,5
15425,Chevrolet Beat Diesel LS,1.7,0.0,2015,1,185000.0,0,1,1,25.44,936.0,5
15426,BMW X3 xDrive 20d Expedition,35.0,77.22,2020,0,34000.0,0,1,0,18.56,1995.0,5
15427,Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,19.0,20.73,2019,0,19000.0,0,1,0,11.36,2755.0,5
15428,Renault Lodgy 85PS RxE 7 Seater,4.3,0.0,2015,1,152000.0,0,1,1,21.04,1461.0,5
15429,Hyundai Grand i10 1.2 Kappa Sportz BSIV,5.5,7.33,2017,0,48000.0,0,4,1,18.9,1197.0,5
15430,Maruti Swift Dzire VXI 1.2 BS IV,6.8,7.04,2017,0,28221.0,0,4,1,22.0,1197.0,5
15431,Hyundai i20 Era Diesel,3.6,10.02,2012,0,84000.0,0,1,1,23.0,1396.0,5
15432,Honda Amaze V Petrol BSIV,8.25,7.54,2019,0,20000.0,0,4,1,19.5,1199.0,5
15433,Maruti SX4 ZXI MT BSIV Leather,3.25,0.0,2010,0,50200.0,0,4,1,16.51,1586.0,5
15434,Nissan Sunny Petrol Special Edition,3.25,0.0,2011,0,35000.0,0,4,1,16.95,1498.0,5
15435,Hyundai i10 Era 1.1,1.9,7.06,2009,0,81000.0,0,4,1,19.81,1086.0,5
15436,Maruti Swift Dzire VDi,3.25,0.0,2010,1,70000.0,0,1,1,19.3,1248.0,5
15437,Maruti Alto K10 2010-2014 VXI,2.15,0.0,2013,0,13000.0,0,4,1,20.92,998.0,5
15438,Nissan Terrano XL Plus 85 PS,5.21,0.0,2014,0,56227.0,0,1,1,20.45,1461.0,5
15439,Honda City i DTEC SV,7.6,0.0,2015,1,80000.0,0,1,1,26.0,1498.0,5
15440,Hyundai i10 Asta Sunroof AT,3.95,0.0,2012,0,47000.0,0,4,0,19.2,1197.0,5
15441,Skoda Octavia Active 2.0 TDI MT,7.5,0.0,2014,1,106380.0,0,1,1,20.6,1968.0,5
15442,Nissan Sunny XL CVT,4.8,0.0,2015,1,60000.0,0,4,0,17.97,1498.0,5
15443,Maruti Baleno Zeta Automatic,6.5,0.0,2016,0,23000.0,0,4,0,21.4,1197.0,5
15444,Tata Zest Quadrajet 1.3 XM,3.5,0.0,2014,0,44000.0,0,1,1,23.0,1248.0,5
15445,Ford Figo 1.5D Titanium MT,5.75,9.13,2016,0,55000.0,0,1,1,25.83,1498.0,5
15446,Maruti Alto 800 VXI Airbag,3.2,3.61,2015,0,52000.0,0,4,1,22.74,796.0,5
15447,Hyundai Verna 1.6 CRDi EX MT,8.85,12.85,2018,0,35512.0,0,1,1,22.32,1582.0,5
15448,Honda City i VTEC SV,6.45,12.9,2016,0,49000.0,0,4,1,17.8,1497.0,5
15449,Maruti Eeco CNG 5 Seater AC,2.95,5.85,2011,0,58000.0,0,0,1,20.88,1196.0,5
15450,Toyota Etios Liva 1.2 VX,5.45,0.0,2017,0,35000.0,0,4,1,17.71,1197.0,5
15452,Maruti Celerio ZXI AT,5.3,5.55,2017,0,60000.0,0,4,0,23.1,998.0,5
15453,Maruti Baleno Alpha 1.2,6.75,6.68,2019,1,30000.0,0,4,1,21.4,1197.0,5
15454,Toyota Innova 2.5 G4 Diesel 7-seater,7.75,0.0,2009,0,126950.0,0,1,1,12.8,2494.0,5
15455,Skoda Octavia Ambition 2.0 TDI AT,9.15,0.0,2014,0,40000.0,0,1,0,19.3,1968.0,5
15456,Maruti Vitara Brezza ZDi AMT,9.95,0.0,2018,0,20900.0,0,1,0,24.3,1248.0,5
15457,Hyundai i20 1.2 Asta Option,7.3,8.22,2017,0,54000.0,0,4,1,18.6,1197.0,5
15458,Volkswagen Polo Diesel Highline 1.2L,3.65,0.0,2012,0,65000.0,0,1,1,22.07,1199.0,5
15459,Maruti Baleno Alpha Automatic,7.6,0.0,2018,0,18000.0,0,4,0,21.4,1197.0,5
15461,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,10.5,0.0,2018,1,60000.0,0,1,0,24.3,1248.0,5
15462,Maruti Swift Dzire VDI,5.4,0.0,2014,0,76000.0,0,1,1,23.4,1248.0,5
15463,Renault KWID AMT RXL,3.75,3.81,2018,0,35000.0,0,4,0,24.04,999.0,5
15464,Hyundai Grand i10 CRDi Sportz,3.7,0.0,2015,0,52627.0,0,1,1,24.0,1120.0,5
15465,Maruti Alto 800 LXI Optional,3.1,3.54,2017,1,100000.0,0,4,1,24.7,796.0,5
15466,Tata Nexon 1.5 Revotorq XT,9.0,10.4,2019,0,24000.0,0,1,1,21.5,1497.0,5
15467,Maruti Celerio VXI AT,4.5,5.55,2015,0,51118.0,0,4,0,23.1,998.0,5
15468,Maruti Ertiga VDI,5.85,0.0,2012,0,67000.0,0,1,1,20.77,1248.0,5
15469,Fiat Linea Active (Diesel),1.6,0.0,2010,1,60000.0,0,1,1,20.4,1248.0,5
15470,Ford Freestyle Titanium Petrol BSIV,6.5,7.21,2018,1,25000.0,0,4,1,19.0,1194.0,5
15471,Datsun RediGO T Option,2.95,3.52,2016,0,38400.0,0,4,1,22.7,799.0,5
15472,Hyundai i10 Sportz 1.2,3.5,7.33,2011,0,55845.0,0,4,1,20.36,1197.0,5
15473,Hyundai Verna 1.6 SX,4.45,12.85,2011,0,65000.0,0,1,1,22.32,1582.0,5
15474,Honda City 1.5 E MT,5.85,13.62,2012,0,36905.0,0,4,1,17.0,1497.0,5
15475,Datsun RediGO T,1.7,3.5,2016,1,30000.0,0,4,1,22.7,799.0,5
15476,BMW X1 sDrive 20d Sportline,27.0,53.22,2017,0,40800.0,0,1,0,17.05,1995.0,5
15478,Maruti Ertiga SHVS VDI,7.25,0.0,2017,1,80000.0,0,1,1,24.52,1248.0,5
15479,Renault Fluence Diesel E4,6.0,0.0,2012,1,95000.0,0,1,1,21.8,1461.0,5
15480,Chevrolet Sail Hatchback Diesel,2.95,0.0,2013,0,74000.0,0,1,1,22.1,1248.0,5
15481,Honda Amaze V Diesel,7.2,9.25,2018,0,11297.0,0,1,1,24.7,1498.0,5
15482,Honda Amaze S i-Vtech,5.5,7.53,2016,1,70000.0,0,4,1,18.0,1198.0,5
15483,Maruti Baleno Zeta 1.2,6.1,6.52,2017,1,25565.0,0,4,1,21.4,1197.0,5
15484,Toyota Innova 2.5 VX (Diesel) 8 Seater,14.5,0.0,2015,0,120000.0,0,1,1,12.99,2494.0,5
15485,Hyundai Verna 1.6 VTVT SX,6.25,10.56,2016,0,23000.0,0,4,1,17.01,1591.0,5
15486,Ford Figo Diesel ZXI,3.8,9.34,2015,1,110000.0,0,1,1,20.0,1399.0,5
15487,Skoda Rapid 1.5 TDI Elegance,3.4,0.0,2012,0,155000.0,0,1,1,21.14,1498.0,5
15488,Maruti Swift Dzire VXI,3.0,6.56,2012,1,100000.0,0,4,1,19.1,1197.0,5
15489,Renault Lodgy 110PS RxZ 8 Seater,7.0,0.0,2015,1,80000.0,0,1,1,19.98,1461.0,5
15490,Maruti SX4 ZXI MT BSIV,1.99,0.0,2007,0,78250.0,0,4,1,15.5,1586.0,5
15491,Mahindra XUV500 2011-2015 W8 FWD,6.25,16.61,2012,0,73615.0,0,1,1,15.1,2179.0,5
15492,BMW 5 Series 520d Luxury Line,37.5,78.37,2016,1,35000.0,0,1,0,18.12,1995.0,5
15493,BMW 3 Series 320d Sport Line,29.0,54.86,2016,0,55202.0,0,1,0,18.88,1995.0,5
15494,Maruti Celerio VXI AT,4.9,5.55,2016,0,22169.0,0,4,0,23.1,998.0,5
15495,Hyundai Verna 1.6 CRDI,5.25,11.98,2014,1,40000.0,0,1,1,22.32,1582.0,5
15496,Hyundai Verna 1.6 SX CRDI (O) AT,4.95,12.85,2012,0,42981.0,0,1,0,22.32,1582.0,5
15497,Tata Hexa XT 4X4,16.0,0.0,2018,1,36000.0,0,1,1,17.6,2179.0,5
15498,Ford Aspire Titanium Plus Diesel BSIV,6.5,9.42,2019,1,40000.0,0,1,1,26.1,1498.0,5
15499,Maruti Wagon R AMT VXI,4.0,5.3,2017,1,70000.0,0,4,0,20.51,998.0,5
15500,Maruti Swift VDI,4.3,0.0,2013,1,90000.0,0,1,1,22.9,1248.0,5
15501,Hyundai i20 Asta Option 1.4 CRDi,6.5,9.88,2015,1,120000.0,0,1,1,22.54,1396.0,5
15503,Nissan Micra XV CVT,5.1,0.0,2016,0,17000.0,0,4,0,19.34,1198.0,5
15504,Honda Jazz 1.5 VX i DTEC,5.95,0.0,2015,0,70100.0,0,1,1,27.3,1498.0,5
15505,Lexus ES 300h,39.9,66.78,2018,0,28000.0,0,4,0,22.37,2487.0,5
15506,Maruti Ertiga ZXI Petrol,6.75,8.93,2015,0,40000.0,0,4,1,19.34,1462.0,5
15507,Maruti Ciaz VXi Plus,6.5,9.68,2016,0,52000.0,0,4,1,20.73,1373.0,5
15508,Ford Ecosport 2015-2021 1.5 TDCi Titanium Plus BE BSIV,8.75,10.77,2016,0,82706.0,0,1,1,22.77,1498.0,5
15509,Maruti Swift VDI BSIV,6.3,0.0,2017,1,83000.0,0,1,1,25.2,1248.0,5
15510,Mercedes-Benz C-Class 220 CDI AT,13.95,52.12,2012,0,48900.0,0,1,0,14.84,2143.0,5
15511,Mahindra XUV500 W11 Option AT BSIV,18.99,17.83,2018,0,20306.0,0,1,0,15.1,2179.0,5
15513,Fiat Grande Punto Active (Diesel),2.5,0.0,2012,1,80000.0,0,1,1,20.3,1248.0,5
15514,Hyundai i10 Sportz 1.1L,2.45,0.0,2012,1,43940.0,0,4,1,19.81,1086.0,5
15515,Hyundai Grand i10 1.2 Kappa Sportz BSIV,3.8,6.54,2017,1,140000.0,0,4,1,18.9,1197.0,5
15516,Jeep Compass 1.4 Limited,16.0,21.04,2019,1,30000.0,0,4,0,16.0,1368.0,5
15517,Renault Duster 110PS Diesel RxL,6.9,0.0,2015,0,93292.0,0,1,1,19.64,1461.0,5
15518,Tata Manza Club Class Quadrajet90 LX,2.26,0.0,2013,1,150000.0,0,1,1,21.02,1248.0,5
15519,Hyundai i10 Sportz 1.2 AT,3.75,7.33,2010,0,60000.0,0,4,0,16.95,1197.0,5
15521,Fiat Linea Emotion Pack,4.3,0.0,2011,1,52000.0,0,4,1,16.0,1368.0,5
15522,Maruti Ertiga VDI,6.4,0.0,2014,0,77000.0,0,1,1,20.77,1248.0,5
15523,Maruti Ignis 1.2 Delta BSIV,5.75,5.72,2017,0,35000.0,0,4,1,20.89,1197.0,5
15524,Maruti Ritz VXi,3.75,0.0,2015,1,35000.0,0,4,1,18.5,1197.0,5
15525,Renault Duster 110PS Diesel RxL,3.75,0.0,2012,0,68000.0,0,1,1,19.01,1461.0,5
15526,Honda City V MT,8.5,12.68,2018,0,40000.0,0,4,1,17.4,1497.0,5
15527,Maruti Swift Dzire LXI Optional-O,4.5,6.53,2016,0,80000.0,0,4,1,20.85,1197.0,5
15528,Maruti Swift Dzire VXI 1.2 BS IV,6.45,6.92,2017,0,8000.0,0,4,1,22.0,1197.0,5
15529,Maruti Ciaz 1.4 Alpha,7.75,9.95,2017,0,26000.0,0,4,1,20.73,1373.0,5
15530,Chevrolet Captiva LT,5.45,0.0,2011,0,100000.0,0,1,1,11.5,1991.0,5
15531,Maruti Baleno Delta 1.2,6.1,6.88,2016,0,42700.0,0,4,1,21.4,1197.0,5
15532,Land Rover Range Rover Evoque 2.2L Pure,24.0,70.52,2014,0,52000.0,0,1,0,12.7,2179.0,5
15533,Honda Jazz 1.2 SV i VTEC,6.0,8.99,2016,1,30000.0,0,4,1,18.7,1199.0,5
15534,Maruti Ertiga ZDI,7.86,0.0,2015,1,72000.0,0,1,1,20.77,1248.0,5
15535,Chevrolet Aveo U-VA 1.2 LT,1.0,0.0,2009,0,97980.0,0,4,1,14.7,1150.0,5
15536,Volkswagen Polo 1.5 TDI Comfortline,4.25,0.0,2015,1,70000.0,0,1,1,20.14,1498.0,5
15537,Mahindra Bolero Power Plus ZLX,9.5,0.0,2019,0,37000.0,0,1,1,16.5,1493.0,5
15539,Maruti SX4 VDI,3.3,0.0,2011,1,213000.0,0,1,1,21.5,1248.0,5
15540,Mercedes-Benz GLE Class 250d,40.0,0.0,2017,0,59000.0,0,1,0,17.9,2143.0,5
15541,Nissan Terrano XL 85 PS,7.0,0.0,2014,1,90000.0,0,1,1,20.45,1461.0,5
15542,Mahindra XUV500 AT W10 FWD,11.8,16.61,2016,0,99110.0,0,1,0,16.0,2179.0,5
